0.984682	0.464986
0.984181	0.453928
0.983178	0.426607
0.981675	0.398448
0.979674	0.375391
0.977176	0.356869
0.974185	0.341769
0.970704	0.329259
0.966735	0.318763
0.962284	0.309875
0.957355	0.302303
0.951954	0.295827
0.946085	0.290281
0.939756	0.285533
0.932973	0.28148
0.925742	0.278036
0.918072	0.275131
0.909971	0.272707
0.901447	0.270714
0.892508	0.269111
0.883165	0.26786
0.873427	0.26693
0.863303	0.266293
0.852805	0.265925
0.841943	0.265806
0.830729	0.265915
0.819174	0.266237
0.807289	0.266758
0.795088	0.267464
0.782582	0.268346
0.769784	0.269394
0.756708	0.270601
0.743366	0.271961
0.729773	0.27347
0.715942	0.275127
0.701887	0.276929
0.687623	0.278878
0.673164	0.280976
0.658525	0.283228
0.64372	0.28564
0.628765	0.288218
0.613674	0.290974
0.598464	0.293919
0.583149	0.297066
0.567746	0.300432
0.552269	0.304035
0.536734	0.307896
0.521157	0.31204
0.505554	0.316493
0.48994	0.321289
0.474332	0.326463
0.458745	0.33206
0.443195	0.338136
0.427697	0.34477
0.412267	0.352083
0.39692	0.360473
0.381725	0.36941
0.366703	0.377859
0.351814	0.385994
0.337063	0.39428
0.322467	0.402869
0.308038	0.411869
0.29379	0.42137
0.279739	0.431451
0.265896	0.442189
0.252276	0.453655
0.238892	0.465923
0.225756	0.479067
0.212882	0.493159
0.200282	0.508274
0.187968	0.524488
0.175953	0.541877
0.164248	0.560514
0.152864	0.580474
0.141813	0.601826
0.131106	0.624631
0.120753	0.648941
0.110765	0.674787
0.101152	0.702172
0.0919242	0.731058
0.0830901	0.76134
0.0746592	0.792822
0.0666404	0.825162
0.059042	0.857812
0.0518723	0.889913
0.0451388	0.920145
0.038849	0.946499
0.0330098	0.965939
0.0276279	0.973895
0.0227093	0.963516
0.0182598	0.9246
0.0142848	0.84216
0.0107893	0.69472
0.00777762	0.45294
0.00525385	0.0801636
0.00322158	-0.461837
0.00168393	-1.19776
0.000643535	-2.11427
0.000102593	-3.14009
6.24405e-005	-4.16069
0.000521713	-5.04509
0.00147851	-5.66165
0.0029326	-5.95425
0.00488349	-5.96246
0.00733016	-5.77292
0.010271	-5.47288
0.0137037	-5.12754
0.0176255	-4.77736
0.0220331	-4.44399
0.0269224	-4.1371
0.032289	-3.85956
0.0381277	-3.61074
0.0444328	-3.38839
0.0511981	-3.18967
0.0584167	-3.0117
0.0660813	-2.85176
0.074184	-2.70742
0.0827164	-2.57653
0.0916693	-2.45725
0.101034	-2.348
0.110799	-2.2474
0.120955	-2.15432
0.131491	-2.06775
0.142395	-1.98684
0.153656	-1.91088
0.165261	-1.83923
0.177198	-1.77136
0.189454	-1.70682
0.202014	-1.6452
0.214867	-1.58615
0.227996	-1.52939
0.241389	-1.47464
0.255031	-1.42167
0.268906	-1.37029
0.283	-1.32032
0.297297	-1.27158
0.311782	-1.22394
0.326439	-1.17723
0.341253	-1.1313
0.356208	-1.086
0.371288	-1.0411
0.386476	-0.996263
0.40175	-0.950308
0.417042	-0.904544
0.432348	-0.862052
0.447707	-0.822755
0.463105	-0.785361
0.478526	-0.749494
0.493955	-0.714926
0.509376	-0.681507
0.524775	-0.649125
0.540136	-0.61769
0.555444	-0.587129
0.570684	-0.557379
0.585842	-0.528384
0.600902	-0.500096
0.61585	-0.472468
0.630672	-0.44546
0.645354	-0.419032
0.65988	-0.393149
0.674237	-0.367775
0.688412	-0.342879
0.702391	-0.318428
0.71616	-0.294395
0.729707	-0.270749
0.743018	-0.247463
0.756082	-0.224511
0.768884	-0.201868
0.781415	-0.179508
0.793661	-0.157409
0.805612	-0.135546
0.817256	-0.113897
0.828582	-0.0924399
0.839581	-0.071153
0.850241	-0.0500143
0.860553	-0.0290021
0.870507	-0.00809423
0.880095	0.012732
0.889307	0.0335002
0.898136	0.0542357
0.906573	0.0749655
0.914611	0.0957195
0.922242	0.116531
0.92946	0.137438
0.936257	0.158486
0.942629	0.179725
0.94857	0.20122
0.954074	0.223047
0.959136	0.245302
0.963752	0.268106
0.967918	0.291614
0.97163	0.316029
0.974885	0.341617
0.977681	0.368724
0.980014	0.39775
0.981883	0.428904
0.983286	0.460694
0.984222	0.484085
0.984691	0.488327
